customer_id,customer_code,full_name,gender,birth_date,email,phone,segment,job_segment,city,province,registration_date,branch_id,is_active,credit_score,estimated_salary
368,CST000368,Hendra Nugroho,M,1990-02-22,hendranugr342@gmail.com,081366799840,RETAIL,Ibu Rumah Tangga,Solo,Sulawesi Selatan,2011-02-22,24,True,747,34000000
369,CST000369,Xander Wijaya,M,2002-05-25,xanderwija433@icloud.com,085281467179,PRIORITY,Profesional,Yogyakarta,DI Yogyakarta,2010-06-05,14,True,547,49000000
370,CST000370,Qori Hidayat,M,1994-04-22,qorihidaya520@yahoo.com,087859724665,RETAIL,Karyawan Swasta,Balikpapan,Jawa Timur,2015-03-17,10,True,444,45500000
371,CST000371,Ayu Rahayu,F,1972-11-23,ayurahayu621@mail.com,081367433800,RETAIL,Pensiunan,Pekanbaru,Kalimantan Timur,2013-07-04,6,True,840,35000000
372,CST000372,Aditya Kusuma,M,1985-04-19,adityakusu117@icloud.com,082218374550,RETAIL,Pensiunan,Bekasi,Kalimantan Selatan,2019-08-29,23,True,709,45500000
373,CST000373,Xander Wijaya,M,1994-04-12,xanderwija986@gmail.com,081399180812,RETAIL,Wirausaha,Pekanbaru,Jawa Tengah,2020-04-02,24,True,626,35000000
374,CST000374,Tini Permata,F,1963-11-28,tinipermat663@outlook.com,085221376037,RETAIL,Karyawan Swasta,Bandung,Banten,2013-06-17,12,True,612,26000000
375,CST000375,Rizki Sihombing,M,2002-07-08,rizkisihom807@yahoo.com,082166678507,RETAIL,PNS,Solo,Jawa Barat,2019-06-17,3,True,605,13500000
376,CST000376,Dewi Purnomo,F,1958-04-30,dewipurnom925@icloud.com,081284668455,RETAIL,Pensiunan,Solo,Sulawesi Selatan,2013-05-21,5,True,628,44000000
377,CST000377,Dimas Siregar,M,1994-09-01,dimassireg909@mail.com,082241085628,VIP,Pensiunan,Depok,Jawa Barat,2017-09-29,17,True,666,24500000
378,CST000378,Budi Santoso,M,2003-06-10,budisantos265@yahoo.com,085168105485,RETAIL,TNI/POLRI,Yogyakarta,Banten,2023-04-16,19,True,632,24500000
379,CST000379,Aditya Manurung,M,2005-09-28,adityamanu865@icloud.com,082254492683,RETAIL,Wirausaha,Pekanbaru,Riau,2021-12-17,4,True,617,29000000
380,CST000380,Eko Wijaya,M,1993-02-12,ekowijaya488@yahoo.com,085815869886,PRIORITY,Ibu Rumah Tangga,Manado,Sumatera Selatan,2012-12-01,15,True,885,34000000
381,CST000381,Winda Rahayu,F,1967-12-13,windarahay131@mail.com,085828813770,RETAIL,Profesional,Medan,Sulawesi Selatan,2021-05-06,14,True,589,39500000
382,CST000382,Dewi Hermawan,F,1968-10-02,dewihermaw381@outlook.com,085244702296,RETAIL,Pensiunan,Palembang,Jawa Timur,2012-08-22,6,True,650,3000000
383,CST000383,Sandi Hidayat,M,1961-01-22,sandihiday428@mail.com,087849756792,RETAIL,Ibu Rumah Tangga,Yogyakarta,Kalimantan Timur,2011-01-02,15,True,772,23500000
384,CST000384,Aditya Lubis,M,1991-10-01,adityalubi239@mail.com,085280741209,RETAIL,Pensiunan,Banjarmasin,Kalimantan Timur,2018-09-08,4,True,443,15000000
385,CST000385,Tono Hermawan,M,1971-12-29,tonohermaw515@gmail.com,081382043397,RETAIL,Profesional,Batam,Sulawesi Selatan,2020-09-03,2,True,878,4000000
386,CST000386,Julia Rahayu,F,1992-03-23,juliarahay881@icloud.com,085264111824,RETAIL,Pensiunan,Bandung,Jawa Tengah,2010-07-17,10,False,747,13500000
387,CST000387,Umar Saputra,M,1971-04-13,umarsaputr731@gmail.com,085161526546,PRIORITY,TNI/POLRI,Surabaya,Jawa Timur,2010-08-11,8,True,700,18000000
388,CST000388,Maya Sihombing,F,2000-04-02,mayasihomb973@gmail.com,085105786170,RETAIL,Wirausaha,Jakarta,Banten,2018-08-21,18,False,745,9000000
389,CST000389,Zaki Siregar,M,1966-04-07,zakisirega582@mail.com,085818325823,RETAIL,Pelajar/Mahasiswa,Banjarmasin,Riau,2016-10-31,2,True,637,42500000
390,CST000390,Qita Rahayu,F,1955-01-18,qitarahayu956@mail.com,085194653984,RETAIL,TNI/POLRI,Palembang,Jawa Barat,2011-05-08,13,True,825,11500000
391,CST000391,Yuli Wahyudi,F,1973-12-01,yuliwahyud517@outlook.com,085247435537,VIP,Profesional,Jakarta,DI Yogyakarta,2023-09-10,5,True,401,41500000
392,CST000392,Siti Safitri,F,1955-11-10,sitisafitr424@icloud.com,085868118071,RETAIL,Pelajar/Mahasiswa,Balikpapan,Sumatera Utara,2013-11-22,13,True,793,47500000
393,CST000393,Doni Mulyono,M,1988-03-27,donimulyon456@gmail.com,082204531943,RETAIL,Ibu Rumah Tangga,Pekanbaru,DKI Jakarta,2014-04-30,9,True,760,48000000
394,CST000394,Budi Wibowo,M,1990-07-14,budiwibowo891@outlook.com,087887283999,RETAIL,Karyawan Swasta,Bandung,Jawa Tengah,2012-06-27,9,False,838,17500000
395,CST000395,Citra Permata,F,1957-01-27,citraperma630@outlook.com,087770605664,RETAIL,Ibu Rumah Tangga,Malang,Sumatera Utara,2021-12-14,17,True,852,49000000
396,CST000396,Agus Hartono,M,1992-09-07,agusharton460@outlook.com,081263519036,VIP,Wirausaha,Depok,Jawa Tengah,2021-12-10,11,True,720,43000000
397,CST000397,Budi Gunawan,M,1993-10-02,budigunawa607@outlook.com,085131735058,RETAIL,TNI/POLRI,Balikpapan,Sulawesi Selatan,2010-07-16,15,True,720,31500000
398,CST000398,Eko Wijaya,M,1957-12-28,ekowijaya321@gmail.com,082107049611,RETAIL,PNS,Palembang,Kalimantan Selatan,2018-06-19,13,True,716,29000000
399,CST000399,Cahyo Lubis,M,1955-12-14,cahyolubis394@mail.com,085799150785,RETAIL,TNI/POLRI,Medan,DKI Jakarta,2020-03-03,20,True,703,15000000
400,CST000400,Vino Hermawan,M,1977-12-28,vinohermaw432@mail.com,087872320024,RETAIL,Profesional,Palembang,Sulawesi Selatan,2017-12-21,18,True,475,33000000
401,CST000401,Putri Saputra,F,1981-02-10,putrisaput994@gmail.com,087792038806,RETAIL,Wirausaha,Manado,Jawa Timur,2018-04-10,3,True,741,33000000
402,CST000402,Putri Panjaitan,F,1984-09-15,putripanja580@outlook.com,087846521707,RETAIL,PNS,Manado,Jawa Timur,2022-12-22,23,True,719,16500000
403,CST000403,Qori Manurung,M,1984-09-28,qorimanuru211@mail.com,082105015081,RETAIL,Ibu Rumah Tangga,Depok,Kalimantan Timur,2018-06-07,19,False,584,5500000
404,CST000404,Hendra Wibowo,M,1980-06-27,hendrawibo225@outlook.com,082158323024,PRIORITY,PNS,Cirebon,Jawa Tengah,2013-11-27,13,True,853,10000000
405,CST000405,Zara Wibowo,F,1982-05-15,zarawibowo246@outlook.com,085228961122,RETAIL,Wirausaha,Banjarmasin,Sumatera Selatan,2020-03-26,23,True,706,30000000
406,CST000406,Eko Wijaya,M,1971-12-19,ekowijaya302@yahoo.com,085230428973,RETAIL,Ibu Rumah Tangga,Cirebon,Sulawesi Selatan,2022-01-04,3,True,598,44000000
407,CST000407,Liana Hermawan,F,1996-08-26,lianaherma330@outlook.com,087777749690,RETAIL,Wirausaha,Yogyakarta,Kalimantan Selatan,2014-01-06,8,True,556,30000000
408,CST000408,Olga Rahayu,F,1988-07-24,olgarahayu564@gmail.com,082114785390,RETAIL,Profesional,Denpasar,Riau,2015-09-17,15,True,588,34500000
409,CST000409,Eka Purnomo,F,1957-03-20,ekapurnomo453@yahoo.com,085115148881,RETAIL,Wirausaha,Medan,Jawa Barat,2014-01-11,3,True,679,15500000
410,CST000410,Citra Harahap,F,1984-07-15,citraharah310@outlook.com,082292840445,RETAIL,Pelajar/Mahasiswa,Batam,Kalimantan Selatan,2015-08-11,19,True,406,33000000
411,CST000411,Cahyo Purnomo,M,1975-06-02,cahyopurno741@yahoo.com,085838987751,RETAIL,Wirausaha,Denpasar,Kepulauan Riau,2015-02-02,23,True,624,31500000
412,CST000412,Maman Susanto,M,1966-07-07,mamansusan966@gmail.com,085855366684,RETAIL,PNS,Pontianak,Kepulauan Riau,2016-11-08,2,False,478,24000000
413,CST000413,Indah Wibowo,F,1990-01-17,indahwibow548@mail.com,082271597412,RETAIL,Karyawan Swasta,Surabaya,Kalimantan Selatan,2011-06-06,23,True,413,14500000
414,CST000414,Eko Purnomo,M,1980-06-18,ekopurnomo239@outlook.com,087717058025,PRIORITY,Pelajar/Mahasiswa,Batam,Jawa Tengah,2014-08-14,4,True,614,33500000
415,CST000415,Nanda Safitri,M,1973-07-10,nandasafit892@yahoo.com,085167299493,RETAIL,Ibu Rumah Tangga,Makassar,Jawa Timur,2012-11-30,1,False,628,7000000
416,CST000416,Putri Lestari,F,1977-02-22,putrilesta337@icloud.com,085877901475,RETAIL,Pensiunan,Batam,Sulawesi Selatan,2021-10-17,6,True,491,42500000
417,CST000417,Kartika Purnomo,F,1971-06-17,kartikapur98@mail.com,081232484137,RETAIL,TNI/POLRI,Pekanbaru,Jawa Barat,2022-10-03,25,True,792,23500000
418,CST000418,Kartika Rahayu,F,1977-09-04,kartikarah519@gmail.com,085801765636,RETAIL,Pensiunan,Medan,DI Yogyakarta,2014-08-26,5,True,783,32500000
419,CST000419,Kartika Kusuma,F,1962-05-28,kartikakus673@yahoo.com,085827422091,RETAIL,TNI/POLRI,Banjarmasin,DI Yogyakarta,2022-04-20,13,True,743,3500000
420,CST000420,Ayu Mulyono,F,1987-02-15,ayumulyono222@gmail.com,087737081647,RETAIL,PNS,Surabaya,Kepulauan Riau,2013-12-28,13,True,875,18500000
421,CST000421,Zara Setiawan,F,1972-12-10,zarasetiaw17@mail.com,081205313122,RETAIL,TNI/POLRI,Bogor,Sumatera Utara,2012-01-19,18,True,719,16000000
422,CST000422,Julia Prasetyo,F,1975-11-07,juliaprase109@outlook.com,085220650637,RETAIL,Pensiunan,Manado,Sulawesi Selatan,2014-10-18,12,True,853,16500000
423,CST000423,Feni Sihombing,F,1999-10-27,fenisihomb730@icloud.com,087824195625,RETAIL,Profesional,Cirebon,Riau,2012-04-14,3,True,711,40000000
424,CST000424,Indah Hermawan,F,1975-11-08,indahherma602@gmail.com,082209143639,RETAIL,Karyawan Swasta,Pekanbaru,Riau,2021-04-17,10,True,592,16000000
425,CST000425,Ivan Manurung,M,1994-10-23,ivanmanuru138@outlook.com,085208640355,RETAIL,PNS,Cirebon,Jawa Timur,2017-05-16,22,True,513,41500000
426,CST000426,Maya Saputra,F,1971-06-20,mayasaputr645@gmail.com,081371302321,RETAIL,Wirausaha,Semarang,Bali,2019-12-03,3,True,639,22500000
427,CST000427,Yanuar Wibowo,M,1976-12-21,yanuarwibo181@icloud.com,082244973471,VIP,Profesional,Batam,Sumatera Selatan,2019-07-06,6,True,616,35000000
428,CST000428,Ulfa Susanto,F,1998-03-30,ulfasusant781@mail.com,085714982824,RETAIL,Pensiunan,Yogyakarta,Banten,2010-06-12,13,True,646,7500000
429,CST000429,Ayu Panjaitan,F,1997-02-05,ayupanjait159@yahoo.com,081208576665,RETAIL,Pensiunan,Manado,Sulawesi Selatan,2014-05-23,3,True,419,10500000
430,CST000430,Zara Nasution,F,1969-07-26,zaranasuti782@mail.com,085158750663,RETAIL,PNS,Pekanbaru,Kalimantan Timur,2014-05-11,23,True,757,45500000
431,CST000431,Joko Lubis,M,1995-11-11,jokolubis261@yahoo.com,087892011669,VIP,TNI/POLRI,Solo,Jawa Timur,2013-04-22,14,True,618,19000000
432,CST000432,Maya Siregar,F,1989-05-05,mayasirega316@mail.com,081319524364,RETAIL,Karyawan Swasta,Malang,DKI Jakarta,2023-02-23,4,True,756,29500000
433,CST000433,Qita Nugroho,F,1993-08-30,qitanugroh181@outlook.com,082123728179,PRIORITY,Karyawan Swasta,Depok,DKI Jakarta,2013-10-29,24,True,788,15000000
434,CST000434,Yuli Permata,F,1991-09-04,yulipermat642@icloud.com,081321416141,RETAIL,Wirausaha,Malang,Riau,2019-11-20,22,True,404,6500000
435,CST000435,Ulfa Santoso,F,1958-10-03,ulfasantos217@icloud.com,081269847759,RETAIL,Profesional,Cirebon,Sumatera Utara,2012-03-04,11,True,881,26000000
436,CST000436,Indah Lubis,F,1960-02-19,indahlubis895@outlook.com,081307620918,RETAIL,Wirausaha,Pekanbaru,Riau,2017-12-26,20,True,845,33000000
437,CST000437,Rini Wibowo,F,1955-04-13,riniwibowo18@outlook.com,081257397691,RETAIL,Ibu Rumah Tangga,Cirebon,Kalimantan Selatan,2017-03-24,23,False,775,27500000
438,CST000438,Putri Wibowo,F,1967-11-05,putriwibow898@icloud.com,087702714872,PRIORITY,TNI/POLRI,Malang,Kalimantan Timur,2021-08-31,18,True,508,13500000
439,CST000439,Doni Wahyudi,M,1957-08-15,doniwahyud952@outlook.com,085743471287,RETAIL,Profesional,Semarang,Sulawesi Selatan,2013-08-05,25,False,433,44000000
440,CST000440,Indah Panjaitan,F,1989-03-28,indahpanja990@mail.com,082234141115,RETAIL,Wirausaha,Medan,Sulawesi Selatan,2022-08-09,12,True,560,27000000
441,CST000441,Kevin Wijaya,M,2003-01-19,kevinwijay868@mail.com,085755289931,RETAIL,Ibu Rumah Tangga,Bogor,Jawa Tengah,2014-04-05,10,True,655,46500000
442,CST000442,Ayu Lubis,F,1980-06-04,ayulubis765@gmail.com,087854814973,RETAIL,Pelajar/Mahasiswa,Surabaya,Kepulauan Riau,2013-04-09,11,True,766,16000000
443,CST000443,Xander Manurung,M,1959-09-19,xandermanu878@mail.com,085742086567,VIP,Pelajar/Mahasiswa,Batam,Jawa Barat,2014-01-06,17,True,544,47500000
444,CST000444,Xander Permata,M,2004-03-01,xanderperm100@yahoo.com,085290472927,RETAIL,Pensiunan,Bekasi,Jawa Timur,2018-10-31,7,True,500,50000000
445,CST000445,Maman Manurung,M,1964-02-23,mamanmanur386@mail.com,082101572018,RETAIL,Pelajar/Mahasiswa,Bekasi,Kalimantan Timur,2013-04-24,24,True,417,10500000
446,CST000446,Nanda Gunawan,M,1982-02-26,nandagunaw978@yahoo.com,085717647501,RETAIL,TNI/POLRI,Malang,Kalimantan Timur,2023-05-16,22,False,515,4000000
447,CST000447,Eka Panjaitan,F,1963-06-26,ekapanjait186@mail.com,085864921518,RETAIL,PNS,Batam,Bali,2023-04-19,18,True,671,34000000
448,CST000448,Rudi Anggraini,M,2003-05-10,rudianggra772@yahoo.com,081329208751,RETAIL,Wirausaha,Manado,Jawa Tengah,2012-10-13,3,True,835,5000000
449,CST000449,Doni Hermawan,M,1981-10-14,donihermaw990@icloud.com,082160340848,RETAIL,Ibu Rumah Tangga,Bogor,Bali,2018-02-26,12,True,661,16000000
450,CST000450,Wahyu Anggraini,M,1959-01-05,wahyuanggr38@yahoo.com,082143298395,RETAIL,Pelajar/Mahasiswa,Bandung,Bali,2015-04-27,9,True,732,13000000
451,CST000451,Kartika Kusuma,F,1977-10-20,kartikakus963@yahoo.com,087731435989,RETAIL,Karyawan Swasta,Bogor,Kepulauan Riau,2019-07-17,14,True,893,41500000
452,CST000452,Eko Hartono,M,1966-03-07,ekohartono113@icloud.com,085715155423,RETAIL,TNI/POLRI,Batam,Jawa Timur,2021-12-02,13,False,800,10500000
453,CST000453,Rudi Manurung,M,1982-07-03,rudimanuru842@mail.com,081385948491,PRIORITY,Karyawan Swasta,Bogor,Kepulauan Riau,2023-03-17,13,True,812,50000000
454,CST000454,Liana Nasution,F,1966-06-12,liananasut10@icloud.com,082122694053,RETAIL,Pelajar/Mahasiswa,Yogyakarta,Jawa Tengah,2015-10-24,15,False,808,32500000
455,CST000455,Eka Wahyudi,F,2001-09-14,ekawahyudi313@gmail.com,085165111312,RETAIL,TNI/POLRI,Palembang,Bali,2015-02-18,16,True,405,30000000
456,CST000456,Qori Gunawan,M,2001-03-15,qorigunawa715@gmail.com,085709306853,VIP,PNS,Balikpapan,Riau,2021-12-10,6,True,851,36500000
457,CST000457,Fajar Kusuma,M,1987-12-06,fajarkusum527@outlook.com,081267625153,PRIORITY,TNI/POLRI,Palembang,Banten,2012-12-28,16,True,509,3000000
458,CST000458,Citra Nugroho,F,2001-04-01,citranugro958@mail.com,087870509754,RETAIL,PNS,Pekanbaru,DI Yogyakarta,2010-10-18,6,True,404,9000000
459,CST000459,Liana Wibowo,F,1962-08-08,lianawibow527@yahoo.com,085717024376,RETAIL,Profesional,Denpasar,Jawa Tengah,2021-11-13,18,True,455,31000000
460,CST000460,Bella Susanto,F,1986-09-26,bellasusan6@outlook.com,082213402665,PRIORITY,Karyawan Swasta,Cirebon,Jawa Timur,2019-09-26,16,False,536,10500000
461,CST000461,Liana Siregar,F,1999-06-17,lianasireg333@mail.com,087762110225,RETAIL,Wirausaha,Surabaya,Kalimantan Timur,2012-11-09,11,True,705,50000000
462,CST000462,Oki Gunawan,M,1980-12-20,okigunawan498@gmail.com,085739282341,PRIORITY,Wirausaha,Cirebon,Kalimantan Selatan,2016-04-30,14,True,761,9500000
463,CST000463,Hendra Permata,M,1968-05-05,hendraperm124@yahoo.com,085704326093,RETAIL,PNS,Batam,Sumatera Selatan,2015-02-23,17,True,724,17500000
464,CST000464,Lukman Wahyudi,M,1997-12-28,lukmanwahy523@mail.com,081241454563,RETAIL,PNS,Tangerang,DKI Jakarta,2011-05-18,1,True,781,23500000
465,CST000465,Kevin Gunawan,M,1980-02-19,kevingunaw104@mail.com,082147554110,RETAIL,Karyawan Swasta,Bogor,Sumatera Utara,2023-08-09,24,True,780,40500000
466,CST000466,Diana Simanjuntak,F,1979-10-04,dianasiman599@mail.com,081312910933,RETAIL,TNI/POLRI,Bandung,Bali,2014-09-17,20,True,771,33000000
467,CST000467,Sandi Manurung,M,1968-10-14,sandimanur131@yahoo.com,085784855716,RETAIL,Pelajar/Mahasiswa,Solo,Bali,2010-12-25,1,True,540,47500000
468,CST000468,Kevin Wijaya,M,2005-10-17,kevinwijay814@yahoo.com,085778812786,RETAIL,Pelajar/Mahasiswa,Batam,Sulawesi Selatan,2011-05-14,9,True,401,13000000
469,CST000469,Tono Panjaitan,M,1955-10-18,tonopanjai467@icloud.com,087744344812,RETAIL,Wirausaha,Palembang,DKI Jakarta,2021-07-02,21,True,852,20500000
470,CST000470,Joko Permata,M,1959-08-16,jokopermat844@yahoo.com,087710595518,RETAIL,Karyawan Swasta,Denpasar,Sulawesi Selatan,2015-08-02,10,True,429,43000000
471,CST000471,Bagas Hidayat,M,1974-09-03,bagashiday181@outlook.com,081289164983,PRIORITY,Wirausaha,Bogor,Banten,2016-04-10,7,True,813,28000000
472,CST000472,Putra Setiawan,M,1993-12-05,putrasetia152@mail.com,081372722397,PRIORITY,Karyawan Swasta,Manado,Banten,2018-04-08,1,True,853,14000000
473,CST000473,Rini Lubis,F,1971-11-08,rinilubis147@gmail.com,085737618209,RETAIL,Pelajar/Mahasiswa,Jakarta,Jawa Barat,2011-07-23,1,True,729,5500000
474,CST000474,Ivan Sihombing,M,1962-07-02,ivansihomb147@icloud.com,081201851327,RETAIL,Ibu Rumah Tangga,Tangerang,Banten,2016-01-02,11,True,524,6500000
475,CST000475,Qita Siregar,F,1966-01-15,qitasirega845@gmail.com,081384186203,RETAIL,Pelajar/Mahasiswa,Batam,Jawa Tengah,2010-06-23,12,True,515,46500000
476,CST000476,Rini Safitri,F,1965-01-31,rinisafitr174@gmail.com,082214519515,PRIORITY,TNI/POLRI,Surabaya,Sulawesi Selatan,2021-01-11,5,True,671,24000000
477,CST000477,Wahyu Wahyudi,M,1968-06-23,wahyuwahyu640@outlook.com,085214754102,RETAIL,Karyawan Swasta,Bogor,Jawa Tengah,2016-10-06,13,True,807,33500000
478,CST000478,Doni Nasution,M,1993-05-07,doninasuti149@gmail.com,085222655767,RETAIL,Pelajar/Mahasiswa,Balikpapan,Kepulauan Riau,2016-03-31,21,True,810,44500000
479,CST000479,Nanda Wahyudi,M,2004-04-13,nandawahyu552@icloud.com,085888361968,RETAIL,Wirausaha,Bandung,Jawa Timur,2021-02-24,12,True,835,4000000
480,CST000480,Nita Gunawan,F,1966-12-26,nitagunawa62@outlook.com,085224728633,PRIORITY,PNS,Bekasi,Jawa Barat,2012-06-21,23,True,593,49500000
481,CST000481,Xander Wahyudi,M,1988-05-06,xanderwahy719@gmail.com,087817920252,RETAIL,TNI/POLRI,Jakarta,Sulawesi Selatan,2011-03-20,14,True,493,33000000
482,CST000482,Yanuar Hermawan,M,1981-11-14,yanuarherm422@outlook.com,085804120092,RETAIL,PNS,Batam,Kalimantan Selatan,2020-07-18,14,True,848,32000000
483,CST000483,Zara Nasution,F,2000-01-10,zaranasuti727@yahoo.com,085724186236,RETAIL,Wirausaha,Batam,Jawa Tengah,2016-11-12,24,False,709,7500000
484,CST000484,Liana Saputra,F,1991-05-06,lianasaput169@gmail.com,085263411159,RETAIL,Profesional,Jakarta,Jawa Timur,2018-07-14,10,True,454,7000000
485,CST000485,Umar Santoso,M,1982-09-25,umarsantos565@yahoo.com,081234199097,RETAIL,Profesional,Bandung,Banten,2014-03-18,1,False,784,21000000
486,CST000486,Maya Wibowo,F,1983-03-19,mayawibowo744@outlook.com,082115681820,RETAIL,Pelajar/Mahasiswa,Malang,Sulawesi Selatan,2018-10-06,2,True,477,46500000
487,CST000487,Rina Safitri,F,1963-05-15,rinasafitr906@yahoo.com,082128898572,RETAIL,Profesional,Balikpapan,Kalimantan Selatan,2015-03-13,14,True,764,46500000
488,CST000488,Diana Wibowo,F,1961-09-23,dianawibow581@mail.com,081302481717,RETAIL,Pensiunan,Tangerang,Jawa Barat,2013-06-02,9,True,580,8500000
489,CST000489,Fajar Panjaitan,M,1996-05-02,fajarpanja485@outlook.com,085821970546,RETAIL,Karyawan Swasta,Yogyakarta,Sumatera Utara,2015-10-15,17,True,887,23000000
490,CST000490,Rina Harahap,F,1992-01-26,rinaharaha461@outlook.com,081290380214,RETAIL,Pelajar/Mahasiswa,Bandung,Jawa Timur,2021-05-07,13,True,742,8500000
491,CST000491,Kartika Mulyono,F,2003-01-03,kartikamul112@gmail.com,082116636515,RETAIL,Ibu Rumah Tangga,Depok,DI Yogyakarta,2020-06-05,24,True,542,32000000
492,CST000492,Sandi Susanto,M,1997-02-28,sandisusan656@yahoo.com,085290960567,RETAIL,Wirausaha,Jakarta,Kepulauan Riau,2013-04-07,22,True,529,43500000
493,CST000493,Eko Susanto,M,1961-03-19,ekosusanto415@gmail.com,085176834201,PRIORITY,Pelajar/Mahasiswa,Bogor,Kepulauan Riau,2016-02-22,10,True,578,29500000
494,CST000494,Liana Siregar,F,1969-06-01,lianasireg364@icloud.com,085708931992,RETAIL,Profesional,Jakarta,Jawa Tengah,2019-10-19,15,False,655,23000000
495,CST000495,Aditya Harahap,M,1991-06-17,adityahara534@gmail.com,085827910336,RETAIL,Karyawan Swasta,Balikpapan,Sumatera Selatan,2015-11-23,7,True,887,15000000
496,CST000496,Maman Anggraini,M,1987-08-21,mamananggr310@outlook.com,087717766558,RETAIL,Profesional,Medan,Jawa Tengah,2010-05-13,15,True,490,38000000
497,CST000497,Sandi Wahyudi,M,1989-03-26,sandiwahyu866@mail.com,085191111096,RETAIL,TNI/POLRI,Manado,Riau,2016-05-23,17,True,416,45500000
498,CST000498,Xena Wahyudi,F,1974-01-03,xenawahyud796@mail.com,087761371576,PRIORITY,Pelajar/Mahasiswa,Jakarta,Sumatera Utara,2014-12-31,8,True,537,45000000
499,CST000499,Feni Anggraini,F,1992-03-16,fenianggra5@mail.com,081200258955,RETAIL,Pelajar/Mahasiswa,Semarang,Bali,2015-06-02,13,True,729,28000000
500,CST000500,Aditya Nasution,M,1993-06-30,adityanasu962@mail.com,082165826312,RETAIL,Pelajar/Mahasiswa,Manado,Banten,2012-11-21,18,True,565,16000000
501,CST000501,Eko Santoso,M,1994-03-30,ekosantoso644@icloud.com,082109819602,VIP,Profesional,Tangerang,Jawa Timur,2010-04-05,21,True,552,15000000
502,CST000502,Yanuar Sihombing,M,1988-12-02,yanuarsiho676@gmail.com,085112091179,RETAIL,Karyawan Swasta,Palembang,Banten,2015-11-04,6,True,653,26000000
503,CST000503,Nanda Prasetyo,M,1999-01-20,nandaprase424@gmail.com,085813665722,RETAIL,Karyawan Swasta,Cirebon,Sulawesi Selatan,2010-06-29,21,True,416,10500000
504,CST000504,Hana Gunawan,F,2004-01-11,hanagunawa163@icloud.com,085113908088,RETAIL,Wirausaha,Pekanbaru,Jawa Barat,2010-02-11,7,True,470,17000000
505,CST000505,Yanuar Panjaitan,M,1966-05-10,yanuarpanj281@mail.com,082215847768,PRIORITY,Wirausaha,Makassar,Jawa Tengah,2016-01-02,7,True,854,48500000
506,CST000506,Indah Prasetyo,F,1982-12-15,indahprase814@yahoo.com,085867694591,RETAIL,Pelajar/Mahasiswa,Depok,Sulawesi Selatan,2013-09-19,12,True,723,7000000
507,CST000507,Bella Safitri,F,1958-01-11,bellasafit260@icloud.com,085749856012,PRIORITY,Pelajar/Mahasiswa,Tangerang,Sumatera Utara,2021-06-21,8,True,736,26500000
508,CST000508,Ayu Sihombing,F,1983-03-18,ayusihombi10@outlook.com,081253795381,RETAIL,Wirausaha,Solo,Jawa Timur,2012-09-28,4,True,766,41500000
509,CST000509,Tono Safitri,M,1992-11-01,tonosafitr326@outlook.com,082230770461,RETAIL,Karyawan Swasta,Balikpapan,Sumatera Utara,2019-10-06,19,True,695,4000000
510,CST000510,Siti Simanjuntak,F,1955-06-02,sitisimanj292@yahoo.com,085708805017,RETAIL,Pelajar/Mahasiswa,Palembang,Banten,2020-05-10,11,True,604,8000000
511,CST000511,Liana Lubis,F,1959-03-23,lianalubis306@mail.com,085815910300,RETAIL,Profesional,Denpasar,Jawa Timur,2018-10-28,6,True,770,26500000
512,CST000512,Eko Panjaitan,M,1959-09-17,ekopanjait905@gmail.com,081304145964,RETAIL,Karyawan Swasta,Pontianak,Riau,2015-10-29,4,True,841,12000000
513,CST000513,Qita Mulyono,F,1965-12-23,qitamulyon541@yahoo.com,087877457314,RETAIL,TNI/POLRI,Pekanbaru,Bali,2021-09-14,8,True,776,16000000
514,CST000514,Eko Gunawan,M,1960-05-28,ekogunawan14@yahoo.com,085863715398,RETAIL,Profesional,Palembang,DI Yogyakarta,2014-10-07,15,True,834,35000000
515,CST000515,Eko Susanto,M,1974-08-18,ekosusanto395@mail.com,087883631462,RETAIL,TNI/POLRI,Bekasi,Riau,2018-02-26,4,True,523,4000000
516,CST000516,Bella Hartono,F,1957-07-25,bellaharto678@icloud.com,085854181563,RETAIL,Pelajar/Mahasiswa,Solo,Sumatera Utara,2020-09-06,2,True,589,9000000
517,CST000517,Vino Purnomo,M,1992-11-29,vinopurnom302@yahoo.com,085729489786,RETAIL,PNS,Manado,Jawa Timur,2014-05-08,4,True,427,5000000
518,CST000518,Diana Kusuma,F,2002-09-27,dianakusum283@yahoo.com,087866613473,RETAIL,Wirausaha,Pekanbaru,Kalimantan Timur,2012-04-07,10,True,547,49500000
519,CST000519,Doni Rahayu,M,2000-02-24,donirahayu489@outlook.com,082225122572,VIP,Ibu Rumah Tangga,Denpasar,Sumatera Utara,2023-12-15,1,True,535,7500000
520,CST000520,Wahyu Sihombing,M,1955-11-15,wahyusihom361@mail.com,087807371009,RETAIL,Pensiunan,Semarang,Bali,2023-04-29,17,True,475,9000000
521,CST000521,Kevin Lestari,M,1985-02-11,kevinlesta503@outlook.com,087747457054,RETAIL,Ibu Rumah Tangga,Medan,Banten,2020-02-25,22,True,727,4000000
522,CST000522,Oki Permata,M,1974-10-05,okipermata366@mail.com,081239653136,RETAIL,Pensiunan,Manado,Kalimantan Timur,2013-03-06,18,True,630,36500000
523,CST000523,Joko Harahap,M,1986-04-18,jokoharaha401@icloud.com,085744309859,RETAIL,Ibu Rumah Tangga,Pontianak,Kepulauan Riau,2017-06-06,12,True,896,3500000
