account_id,account_no,account_type,product_name,currency,open_date,close_date,status,interest_rate,customer_id,branch_id
663,00000000663,TABUNGAN,Tabungan Online,IDR,2021-08-20,,ACTIVE,5.86,441,10
664,00000000664,DEPOSITO,Deposito 3 Bulan,IDR,2019-03-23,,ACTIVE,3.25,441,10
665,00000000665,TABUNGAN,Tabungan Junior,IDR,2015-06-04,2017-08-22,CLOSED,3.37,442,11
666,00000000666,TABUNGAN,Tabungan Bisnis,IDR,2023-10-17,,ACTIVE,3.28,442,11
667,00000000667,TABUNGAN,Tabungan Reguler,IDR,2022-09-20,,ACTIVE,2.58,443,17
668,00000000668,TABUNGAN,Tabungan Bisnis,IDR,2015-10-04,,ACTIVE,5.07,443,17
669,00000000669,TABUNGAN,Tabungan Reguler,IDR,2022-02-17,,ACTIVE,4.81,444,7
670,00000000670,DEPOSITO,Deposito 1 Bulan,IDR,2013-09-01,,ACTIVE,6.26,445,24
671,00000000671,TABUNGAN,Tabungan Bisnis,IDR,2015-07-10,,ACTIVE,3.3,445,24
672,00000000672,GIRO,Giro Valas,IDR,2023-06-06,2023-08-26,CLOSED,2.03,446,22
673,00000000673,TABUNGAN,Tabungan Reguler,IDR,2012-12-25,,ACTIVE,1.36,447,18
674,00000000674,GIRO,Giro Bisnis,IDR,2017-05-03,,ACTIVE,3.46,448,3
675,00000000675,TABUNGAN,Tabungan Junior,IDR,2013-11-30,,ACTIVE,6.3,449,12
676,00000000676,DEPOSITO,Deposito 1 Bulan,IDR,2016-12-20,,ACTIVE,6.08,450,9
677,00000000677,GIRO,Giro Valas,IDR,2011-11-19,,ACTIVE,4.53,451,14
678,00000000678,TABUNGAN,Tabungan Bisnis,IDR,2011-03-11,,ACTIVE,4.24,452,13
679,00000000679,TABUNGAN,Tabungan Online,IDR,2024-04-09,,ACTIVE,4.97,452,13
680,00000000680,TABUNGAN,Tabungan Online,IDR,2014-10-03,,ACTIVE,3.03,453,13
681,00000000681,TABUNGAN,Tabungan Reguler,IDR,2012-11-10,,ACTIVE,2.46,454,15
682,00000000682,GIRO,Giro Bisnis,IDR,2013-11-22,,ACTIVE,4.71,455,16
683,00000000683,DEPOSITO,Deposito 1 Bulan,IDR,2023-11-08,,ACTIVE,6.29,455,16
684,00000000684,TABUNGAN,Tabungan Bisnis,IDR,2017-08-14,,ACTIVE,5.51,455,16
685,00000000685,TABUNGAN,Tabungan Online,IDR,2021-12-14,,ACTIVE,3.98,456,6
686,00000000686,DEPOSITO,Deposito 3 Bulan,IDR,2011-11-25,,DORMANT,2.49,456,6
687,00000000687,TABUNGAN,Tabungan Bisnis,IDR,2011-08-21,,ACTIVE,2.41,457,16
688,00000000688,TABUNGAN,Tabungan Bisnis,IDR,2021-04-13,,ACTIVE,4.25,457,16
689,00000000689,TABUNGAN,Tabungan Bisnis,IDR,2011-03-01,,ACTIVE,2.96,458,6
690,00000000690,TABUNGAN,Tabungan Reguler,IDR,2011-05-03,,ACTIVE,1.26,458,6
691,00000000691,DEPOSITO,Deposito 12 Bulan,IDR,2017-10-28,,ACTIVE,2.8,458,6
692,00000000692,TABUNGAN,Tabungan Bisnis,IDR,2012-08-31,,ACTIVE,5.85,459,18
693,00000000693,TABUNGAN,Tabungan Junior,IDR,2016-02-02,,ACTIVE,2.28,459,18
694,00000000694,DEPOSITO,Deposito 3 Bulan,IDR,2013-09-12,,ACTIVE,6.97,460,16
695,00000000695,DEPOSITO,Deposito 6 Bulan,IDR,2021-02-19,,ACTIVE,6.44,461,11
696,00000000696,TABUNGAN,Tabungan Junior,IDR,2016-02-03,,ACTIVE,1.61,461,11
697,00000000697,GIRO,Giro Valas,IDR,2013-03-10,2020-08-10,CLOSED,5.46,461,11
698,00000000698,GIRO,Giro Bisnis,IDR,2013-04-24,,ACTIVE,6.08,462,14
699,00000000699,GIRO,Giro Reguler,IDR,2022-04-03,,ACTIVE,5.91,462,14
700,00000000700,TABUNGAN,Tabungan Reguler,USD,2022-12-21,,ACTIVE,2.97,463,17
701,00000000701,GIRO,Giro Valas,IDR,2021-11-26,,ACTIVE,6.43,464,1
702,00000000702,TABUNGAN,Tabungan Online,IDR,2021-06-07,,ACTIVE,6.48,465,24
703,00000000703,DEPOSITO,Deposito 6 Bulan,IDR,2019-09-11,,ACTIVE,5.34,466,20
704,00000000704,GIRO,Giro Bisnis,IDR,2016-07-22,,ACTIVE,5.73,467,1
705,00000000705,TABUNGAN,Tabungan Online,IDR,2014-09-10,,ACTIVE,4.97,468,9
706,00000000706,GIRO,Giro Bisnis,IDR,2017-12-31,,ACTIVE,6.59,468,9
707,00000000707,TABUNGAN,Tabungan Junior,IDR,2020-11-22,,ACTIVE,6.76,469,21
708,00000000708,TABUNGAN,Tabungan Junior,IDR,2020-05-18,,ACTIVE,6.28,469,21
709,00000000709,TABUNGAN,Tabungan Junior,IDR,2020-10-07,,ACTIVE,2.59,470,10
710,00000000710,TABUNGAN,Tabungan Junior,IDR,2016-01-12,2021-05-21,CLOSED,4.52,470,10
711,00000000711,TABUNGAN,Tabungan Reguler,IDR,2022-02-22,,ACTIVE,5.8,470,10
712,00000000712,GIRO,Giro Valas,IDR,2014-01-12,,ACTIVE,6.14,471,7
713,00000000713,TABUNGAN,Tabungan Reguler,USD,2012-10-23,,ACTIVE,3.25,471,7
714,00000000714,TABUNGAN,Tabungan Reguler,IDR,2020-11-04,,ACTIVE,2.93,472,1
715,00000000715,GIRO,Giro Reguler,USD,2017-08-30,,ACTIVE,4.31,472,1
716,00000000716,TABUNGAN,Tabungan Reguler,IDR,2010-04-04,,ACTIVE,6.56,473,1
717,00000000717,TABUNGAN,Tabungan Reguler,IDR,2017-05-31,,DORMANT,2.57,474,11
718,00000000718,GIRO,Giro Bisnis,IDR,2018-06-20,,ACTIVE,3.14,475,12
719,00000000719,TABUNGAN,Tabungan Junior,IDR,2013-04-30,,ACTIVE,1.99,475,12
720,00000000720,TABUNGAN,Tabungan Bisnis,USD,2018-07-27,,ACTIVE,0.77,476,5
721,00000000721,TABUNGAN,Tabungan Online,USD,2018-10-29,,ACTIVE,6.86,476,5
722,00000000722,DEPOSITO,Deposito 1 Bulan,IDR,2013-09-09,,ACTIVE,3.71,477,13
723,00000000723,TABUNGAN,Tabungan Online,IDR,2021-04-19,,DORMANT,4.23,478,21
724,00000000724,TABUNGAN,Tabungan Online,IDR,2012-05-07,,ACTIVE,3.23,478,21
725,00000000725,GIRO,Giro Bisnis,IDR,2017-06-04,,ACTIVE,4.65,479,12
726,00000000726,TABUNGAN,Tabungan Bisnis,IDR,2018-12-09,,ACTIVE,6.95,480,23
727,00000000727,GIRO,Giro Reguler,IDR,2023-07-13,,ACTIVE,5.51,480,23
728,00000000728,TABUNGAN,Tabungan Online,IDR,2020-11-01,,ACTIVE,0.8,481,14
729,00000000729,TABUNGAN,Tabungan Junior,IDR,2014-10-20,,ACTIVE,4.31,482,14
730,00000000730,GIRO,Giro Bisnis,USD,2010-09-22,2014-03-05,CLOSED,3.78,483,24
731,00000000731,GIRO,Giro Valas,IDR,2017-10-15,,ACTIVE,2.53,484,10
732,00000000732,GIRO,Giro Bisnis,IDR,2014-09-24,,ACTIVE,6.23,485,1
733,00000000733,TABUNGAN,Tabungan Bisnis,IDR,2011-03-08,,ACTIVE,6.11,485,1
734,00000000734,GIRO,Giro Reguler,IDR,2015-01-19,,DORMANT,5.98,486,2
735,00000000735,TABUNGAN,Tabungan Reguler,IDR,2022-05-31,,ACTIVE,5.49,487,14
736,00000000736,TABUNGAN,Tabungan Bisnis,IDR,2012-05-29,,ACTIVE,5.41,487,14
737,00000000737,GIRO,Giro Bisnis,IDR,2017-02-22,,ACTIVE,1.2,488,9
738,00000000738,GIRO,Giro Valas,IDR,2021-08-02,,ACTIVE,7.39,489,17
739,00000000739,GIRO,Giro Reguler,IDR,2019-04-28,,ACTIVE,2.84,490,13
740,00000000740,GIRO,Giro Valas,IDR,2020-11-08,,ACTIVE,3.66,490,13
741,00000000741,GIRO,Giro Valas,IDR,2021-12-24,,ACTIVE,5.67,491,24
742,00000000742,TABUNGAN,Tabungan Bisnis,IDR,2020-08-08,,ACTIVE,3.49,492,22
743,00000000743,TABUNGAN,Tabungan Junior,IDR,2024-04-05,,ACTIVE,3.61,493,10
744,00000000744,DEPOSITO,Deposito 12 Bulan,IDR,2022-10-11,,ACTIVE,2.05,494,15
745,00000000745,TABUNGAN,Tabungan Online,IDR,2011-12-26,,ACTIVE,7.32,495,7
746,00000000746,TABUNGAN,Tabungan Reguler,IDR,2020-10-10,,ACTIVE,0.62,495,7
747,00000000747,TABUNGAN,Tabungan Reguler,IDR,2019-11-13,,DORMANT,1.18,496,15
748,00000000748,DEPOSITO,Deposito 3 Bulan,IDR,2018-07-10,,ACTIVE,2.65,496,15
749,00000000749,TABUNGAN,Tabungan Online,IDR,2017-07-21,,ACTIVE,4.97,497,17
750,00000000750,DEPOSITO,Deposito 3 Bulan,IDR,2017-09-23,,ACTIVE,5.91,497,17
751,00000000751,TABUNGAN,Tabungan Reguler,IDR,2018-10-29,,ACTIVE,5.85,497,17
752,00000000752,GIRO,Giro Reguler,IDR,2018-12-02,,DORMANT,4.25,498,8
753,00000000753,TABUNGAN,Tabungan Bisnis,IDR,2024-04-30,,ACTIVE,4.47,499,13
754,00000000754,TABUNGAN,Tabungan Online,IDR,2019-10-05,,ACTIVE,5.8,500,18
755,00000000755,TABUNGAN,Tabungan Bisnis,IDR,2020-12-05,,ACTIVE,3.21,501,21
756,00000000756,TABUNGAN,Tabungan Bisnis,IDR,2022-01-15,,ACTIVE,2.5,501,21
757,00000000757,TABUNGAN,Tabungan Junior,IDR,2012-12-04,,ACTIVE,5.61,501,21
758,00000000758,TABUNGAN,Tabungan Junior,IDR,2023-07-20,,ACTIVE,3.44,502,6
759,00000000759,DEPOSITO,Deposito 6 Bulan,IDR,2010-11-28,,ACTIVE,3.14,503,21
760,00000000760,TABUNGAN,Tabungan Junior,IDR,2015-01-03,,ACTIVE,5.19,504,7
761,00000000761,DEPOSITO,Deposito 12 Bulan,IDR,2020-06-05,,ACTIVE,6.08,505,7
762,00000000762,DEPOSITO,Deposito 6 Bulan,IDR,2019-12-03,,DORMANT,3.48,505,7
763,00000000763,TABUNGAN,Tabungan Online,IDR,2012-11-23,,ACTIVE,5.84,505,7
764,00000000764,TABUNGAN,Tabungan Reguler,IDR,2011-06-30,,ACTIVE,5.31,506,12
765,00000000765,DEPOSITO,Deposito 12 Bulan,IDR,2016-08-30,,ACTIVE,2.79,507,8
766,00000000766,TABUNGAN,Tabungan Bisnis,IDR,2019-11-11,,DORMANT,3.89,508,4
767,00000000767,GIRO,Giro Valas,IDR,2017-01-03,,ACTIVE,5.17,508,4
768,00000000768,GIRO,Giro Reguler,IDR,2019-10-10,2022-05-29,CLOSED,2.5,509,19
769,00000000769,TABUNGAN,Tabungan Bisnis,IDR,2015-09-30,,ACTIVE,4.29,510,11
770,00000000770,TABUNGAN,Tabungan Junior,IDR,2014-03-29,,ACTIVE,5.4,511,6
771,00000000771,GIRO,Giro Reguler,IDR,2012-05-23,,ACTIVE,5.09,512,4
772,00000000772,TABUNGAN,Tabungan Online,IDR,2016-07-27,,ACTIVE,5.12,513,8
773,00000000773,TABUNGAN,Tabungan Junior,IDR,2022-12-10,,ACTIVE,2.25,514,15
774,00000000774,DEPOSITO,Deposito 3 Bulan,IDR,2010-03-09,,ACTIVE,6.71,514,15
775,00000000775,TABUNGAN,Tabungan Bisnis,IDR,2017-03-20,,ACTIVE,0.53,515,4
776,00000000776,DEPOSITO,Deposito 6 Bulan,IDR,2012-02-27,,ACTIVE,7.11,515,4
777,00000000777,TABUNGAN,Tabungan Reguler,IDR,2021-10-20,2022-11-17,CLOSED,7.3,515,4
778,00000000778,DEPOSITO,Deposito 1 Bulan,IDR,2013-08-03,,ACTIVE,1.18,516,2
779,00000000779,DEPOSITO,Deposito 6 Bulan,IDR,2018-09-23,,ACTIVE,2.22,516,2
780,00000000780,TABUNGAN,Tabungan Bisnis,IDR,2012-11-04,,DORMANT,4.17,517,4
781,00000000781,TABUNGAN,Tabungan Bisnis,IDR,2022-05-04,,DORMANT,0.81,518,10
782,00000000782,TABUNGAN,Tabungan Reguler,IDR,2022-06-08,2025-06-25,CLOSED,1.34,518,10
783,00000000783,DEPOSITO,Deposito 1 Bulan,IDR,2022-05-17,,ACTIVE,2.83,518,10
784,00000000784,DEPOSITO,Deposito 12 Bulan,IDR,2013-06-13,,ACTIVE,4.91,519,1
785,00000000785,TABUNGAN,Tabungan Junior,IDR,2011-02-23,,ACTIVE,7.4,520,17
786,00000000786,DEPOSITO,Deposito 12 Bulan,IDR,2011-05-28,,ACTIVE,1.66,520,17
787,00000000787,DEPOSITO,Deposito 12 Bulan,IDR,2020-06-25,,ACTIVE,0.98,521,22
788,00000000788,TABUNGAN,Tabungan Reguler,IDR,2022-12-22,,ACTIVE,5.25,521,22
789,00000000789,TABUNGAN,Tabungan Bisnis,IDR,2023-11-25,,DORMANT,5.14,522,18
790,00000000790,TABUNGAN,Tabungan Junior,IDR,2022-01-24,,ACTIVE,6.67,523,12
791,00000000791,DEPOSITO,Deposito 12 Bulan,IDR,2024-04-13,,ACTIVE,2.77,524,7
792,00000000792,TABUNGAN,Tabungan Junior,IDR,2023-09-02,,ACTIVE,6.44,525,19
793,00000000793,DEPOSITO,Deposito 3 Bulan,IDR,2017-10-25,,ACTIVE,2.34,525,19
794,00000000794,DEPOSITO,Deposito 12 Bulan,IDR,2023-08-29,,ACTIVE,2.95,526,7
795,00000000795,DEPOSITO,Deposito 1 Bulan,IDR,2020-12-13,,ACTIVE,3.37,526,7
796,00000000796,DEPOSITO,Deposito 1 Bulan,USD,2023-06-29,,ACTIVE,6.51,527,14
797,00000000797,TABUNGAN,Tabungan Bisnis,IDR,2011-06-13,,ACTIVE,0.8,528,13
798,00000000798,GIRO,Giro Valas,IDR,2023-05-13,,ACTIVE,1.17,528,13
799,00000000799,TABUNGAN,Tabungan Reguler,IDR,2015-11-27,,ACTIVE,4.81,528,13
800,00000000800,TABUNGAN,Tabungan Bisnis,IDR,2021-07-07,,ACTIVE,4.61,529,24
801,00000000801,TABUNGAN,Tabungan Online,IDR,2022-12-05,,DORMANT,4.12,530,4
802,00000000802,DEPOSITO,Deposito 12 Bulan,IDR,2010-07-01,,DORMANT,6.3,531,21
803,00000000803,TABUNGAN,Tabungan Reguler,IDR,2017-12-22,,DORMANT,2.5,532,14
804,00000000804,TABUNGAN,Tabungan Junior,IDR,2020-01-05,,ACTIVE,2.81,533,17
805,00000000805,TABUNGAN,Tabungan Reguler,IDR,2024-04-09,,ACTIVE,3.47,534,17
806,00000000806,DEPOSITO,Deposito 1 Bulan,IDR,2010-04-19,2017-11-28,CLOSED,1.98,534,17
807,00000000807,TABUNGAN,Tabungan Bisnis,IDR,2016-02-17,,DORMANT,2.5,534,17
808,00000000808,TABUNGAN,Tabungan Bisnis,IDR,2010-02-08,,ACTIVE,3.25,535,6
809,00000000809,TABUNGAN,Tabungan Online,IDR,2016-11-30,,DORMANT,6.16,536,16
810,00000000810,GIRO,Giro Bisnis,IDR,2020-11-13,,ACTIVE,3.71,536,16
811,00000000811,TABUNGAN,Tabungan Online,IDR,2021-12-02,,ACTIVE,0.71,537,22
812,00000000812,TABUNGAN,Tabungan Online,IDR,2010-10-30,,ACTIVE,2.65,538,5
813,00000000813,TABUNGAN,Tabungan Junior,IDR,2021-04-29,2022-10-21,CLOSED,1.58,538,5
814,00000000814,TABUNGAN,Tabungan Bisnis,IDR,2022-08-23,,ACTIVE,5.94,539,17
815,00000000815,DEPOSITO,Deposito 12 Bulan,IDR,2014-03-14,,DORMANT,3.02,540,3
816,00000000816,TABUNGAN,Tabungan Bisnis,IDR,2017-06-11,,ACTIVE,3.02,541,10
817,00000000817,GIRO,Giro Valas,IDR,2018-08-16,,ACTIVE,3.31,542,4
818,00000000818,DEPOSITO,Deposito 1 Bulan,IDR,2020-08-10,,ACTIVE,2.97,542,4
819,00000000819,TABUNGAN,Tabungan Junior,IDR,2017-08-21,,ACTIVE,2.94,543,2
820,00000000820,DEPOSITO,Deposito 1 Bulan,IDR,2016-06-02,,ACTIVE,5.39,544,23
821,00000000821,TABUNGAN,Tabungan Junior,IDR,2018-08-26,,ACTIVE,6.87,545,17
822,00000000822,TABUNGAN,Tabungan Online,IDR,2021-09-20,,ACTIVE,5.01,546,20
823,00000000823,TABUNGAN,Tabungan Bisnis,IDR,2023-11-02,,ACTIVE,7.07,546,20
824,00000000824,TABUNGAN,Tabungan Online,IDR,2013-05-28,,ACTIVE,5.53,547,25
825,00000000825,TABUNGAN,Tabungan Online,IDR,2021-08-29,2022-04-07,CLOSED,5.99,547,25
826,00000000826,TABUNGAN,Tabungan Bisnis,IDR,2018-07-02,,DORMANT,6.56,548,15
827,00000000827,DEPOSITO,Deposito 6 Bulan,IDR,2013-06-25,,ACTIVE,5.89,549,25
828,00000000828,DEPOSITO,Deposito 6 Bulan,IDR,2014-08-11,,ACTIVE,7.14,550,18
829,00000000829,TABUNGAN,Tabungan Online,IDR,2021-05-05,,ACTIVE,6.96,551,2
830,00000000830,GIRO,Giro Valas,IDR,2018-08-05,,ACTIVE,4.28,552,12
831,00000000831,TABUNGAN,Tabungan Online,IDR,2011-10-28,,ACTIVE,0.97,552,12
832,00000000832,DEPOSITO,Deposito 1 Bulan,IDR,2010-10-25,,ACTIVE,0.95,553,19
833,00000000833,GIRO,Giro Valas,IDR,2010-06-12,,ACTIVE,1.48,553,19
834,00000000834,DEPOSITO,Deposito 6 Bulan,IDR,2016-10-09,,DORMANT,3.59,554,4
835,00000000835,DEPOSITO,Deposito 1 Bulan,IDR,2017-03-14,,ACTIVE,1.13,554,4
836,00000000836,DEPOSITO,Deposito 3 Bulan,IDR,2015-06-04,,ACTIVE,5.33,555,24
837,00000000837,TABUNGAN,Tabungan Junior,IDR,2012-06-12,,DORMANT,2.79,556,22
838,00000000838,TABUNGAN,Tabungan Reguler,USD,2013-12-16,,ACTIVE,2.93,557,2
839,00000000839,GIRO,Giro Bisnis,USD,2011-09-28,,ACTIVE,3.76,557,2
840,00000000840,TABUNGAN,Tabungan Bisnis,IDR,2012-04-21,,ACTIVE,3.38,558,20
841,00000000841,TABUNGAN,Tabungan Junior,IDR,2021-02-13,,ACTIVE,4.94,558,20
842,00000000842,TABUNGAN,Tabungan Reguler,USD,2021-10-08,,ACTIVE,4.92,559,15
843,00000000843,GIRO,Giro Bisnis,IDR,2018-09-13,,ACTIVE,5.26,559,15
844,00000000844,TABUNGAN,Tabungan Online,USD,2014-01-26,,ACTIVE,5.57,559,15
845,00000000845,TABUNGAN,Tabungan Online,IDR,2019-01-19,,ACTIVE,1.56,560,24
846,00000000846,TABUNGAN,Tabungan Junior,IDR,2016-01-13,,ACTIVE,1.17,561,4
847,00000000847,TABUNGAN,Tabungan Bisnis,IDR,2018-07-21,,ACTIVE,6.06,562,24
848,00000000848,TABUNGAN,Tabungan Junior,IDR,2013-10-20,,DORMANT,2.84,563,11
849,00000000849,TABUNGAN,Tabungan Bisnis,IDR,2013-10-12,,DORMANT,6.12,564,9
850,00000000850,TABUNGAN,Tabungan Reguler,USD,2011-01-08,,DORMANT,4.79,564,9
851,00000000851,TABUNGAN,Tabungan Junior,IDR,2021-11-27,,ACTIVE,1.66,565,21
852,00000000852,DEPOSITO,Deposito 12 Bulan,IDR,2021-01-11,2023-02-16,CLOSED,6.82,566,15
853,00000000853,TABUNGAN,Tabungan Bisnis,IDR,2014-11-29,,ACTIVE,4.63,567,25
854,00000000854,TABUNGAN,Tabungan Bisnis,IDR,2021-10-17,,ACTIVE,5.95,567,25
855,00000000855,TABUNGAN,Tabungan Reguler,IDR,2021-11-19,,ACTIVE,3.02,567,25
856,00000000856,TABUNGAN,Tabungan Reguler,IDR,2014-07-17,,DORMANT,7.29,568,25
857,00000000857,GIRO,Giro Valas,IDR,2024-02-15,,ACTIVE,2.26,568,25
858,00000000858,TABUNGAN,Tabungan Bisnis,IDR,2010-08-03,,ACTIVE,6.37,569,18
859,00000000859,TABUNGAN,Tabungan Reguler,IDR,2017-04-01,,ACTIVE,7.03,569,18
860,00000000860,GIRO,Giro Reguler,IDR,2012-12-26,,ACTIVE,2.18,570,10
861,00000000861,TABUNGAN,Tabungan Reguler,IDR,2018-12-16,,ACTIVE,6.29,570,10
862,00000000862,GIRO,Giro Reguler,IDR,2012-04-05,,ACTIVE,4.64,571,19
863,00000000863,TABUNGAN,Tabungan Junior,IDR,2016-10-03,,DORMANT,1.58,571,19
864,00000000864,TABUNGAN,Tabungan Online,IDR,2013-03-29,,DORMANT,5.82,572,18
865,00000000865,TABUNGAN,Tabungan Bisnis,IDR,2024-04-07,,ACTIVE,5.67,573,11
866,00000000866,TABUNGAN,Tabungan Junior,IDR,2015-05-19,2017-12-21,CLOSED,0.89,574,24
867,00000000867,TABUNGAN,Tabungan Junior,IDR,2012-11-26,,ACTIVE,2.35,575,23
868,00000000868,TABUNGAN,Tabungan Online,IDR,2024-05-15,,ACTIVE,2.13,576,14
869,00000000869,TABUNGAN,Tabungan Online,IDR,2023-07-21,,DORMANT,7.48,577,24
870,00000000870,TABUNGAN,Tabungan Online,IDR,2021-08-26,,ACTIVE,6.8,578,20
871,00000000871,DEPOSITO,Deposito 6 Bulan,IDR,2020-03-10,,ACTIVE,2.43,579,5
872,00000000872,TABUNGAN,Tabungan Reguler,IDR,2024-05-25,,ACTIVE,2.16,580,3
873,00000000873,GIRO,Giro Valas,USD,2014-03-18,,ACTIVE,6.38,581,13
874,00000000874,TABUNGAN,Tabungan Junior,IDR,2020-12-27,,ACTIVE,2.54,582,12
875,00000000875,DEPOSITO,Deposito 12 Bulan,IDR,2022-11-01,,ACTIVE,5.58,583,12
876,00000000876,TABUNGAN,Tabungan Junior,IDR,2016-09-29,,ACTIVE,4.66,583,12
877,00000000877,TABUNGAN,Tabungan Junior,IDR,2021-11-21,,ACTIVE,1.88,584,1
878,00000000878,TABUNGAN,Tabungan Junior,IDR,2013-12-17,,DORMANT,3.19,585,11
879,00000000879,GIRO,Giro Valas,IDR,2010-08-13,,DORMANT,6.46,585,11
880,00000000880,TABUNGAN,Tabungan Junior,IDR,2016-03-26,,DORMANT,1.8,585,11
881,00000000881,TABUNGAN,Tabungan Reguler,IDR,2018-04-17,,ACTIVE,4.47,586,6
882,00000000882,DEPOSITO,Deposito 6 Bulan,IDR,2015-02-01,,ACTIVE,1.59,586,6
883,00000000883,DEPOSITO,Deposito 12 Bulan,IDR,2014-03-30,,ACTIVE,1.88,586,6
884,00000000884,TABUNGAN,Tabungan Online,IDR,2014-08-25,,DORMANT,3.06,587,1
885,00000000885,DEPOSITO,Deposito 1 Bulan,IDR,2010-06-27,,ACTIVE,2.88,588,7
886,00000000886,GIRO,Giro Reguler,IDR,2018-02-08,,DORMANT,2.92,588,7
887,00000000887,TABUNGAN,Tabungan Junior,IDR,2015-01-18,,ACTIVE,4.42,589,22
888,00000000888,TABUNGAN,Tabungan Bisnis,IDR,2022-07-04,,ACTIVE,5.27,589,22
889,00000000889,TABUNGAN,Tabungan Bisnis,IDR,2020-06-17,,ACTIVE,2.38,589,22
890,00000000890,TABUNGAN,Tabungan Bisnis,IDR,2024-06-30,,ACTIVE,3.17,590,2
891,00000000891,TABUNGAN,Tabungan Reguler,IDR,2020-04-10,,ACTIVE,1.41,591,20
892,00000000892,TABUNGAN,Tabungan Reguler,IDR,2024-01-15,,ACTIVE,5.75,592,19
893,00000000893,TABUNGAN,Tabungan Junior,IDR,2017-12-18,,DORMANT,1.5,592,19
894,00000000894,GIRO,Giro Valas,IDR,2019-06-10,,ACTIVE,4.49,593,5
895,00000000895,TABUNGAN,Tabungan Online,IDR,2011-02-09,,ACTIVE,1.9,593,5
896,00000000896,TABUNGAN,Tabungan Bisnis,IDR,2016-06-25,,DORMANT,1.59,594,22
897,00000000897,GIRO,Giro Valas,IDR,2017-03-07,,ACTIVE,3.36,594,22
898,00000000898,TABUNGAN,Tabungan Junior,IDR,2016-09-10,,ACTIVE,6.73,595,6
899,00000000899,TABUNGAN,Tabungan Bisnis,IDR,2012-09-08,2014-02-22,CLOSED,7.05,596,14
900,00000000900,DEPOSITO,Deposito 1 Bulan,IDR,2015-07-21,,ACTIVE,3.06,596,14
901,00000000901,TABUNGAN,Tabungan Bisnis,IDR,2014-03-07,,ACTIVE,3.31,597,1
902,00000000902,DEPOSITO,Deposito 12 Bulan,IDR,2019-12-19,,ACTIVE,4.88,597,1
903,00000000903,TABUNGAN,Tabungan Junior,IDR,2013-08-30,,DORMANT,5.66,598,25
904,00000000904,TABUNGAN,Tabungan Reguler,IDR,2010-11-22,,ACTIVE,6.38,599,11
905,00000000905,TABUNGAN,Tabungan Bisnis,IDR,2018-05-05,,ACTIVE,5.67,600,5
906,00000000906,DEPOSITO,Deposito 1 Bulan,IDR,2010-06-11,2016-03-09,CLOSED,5.11,601,24
907,00000000907,TABUNGAN,Tabungan Junior,IDR,2019-11-08,,ACTIVE,6.14,602,19
908,00000000908,DEPOSITO,Deposito 6 Bulan,IDR,2013-11-18,,ACTIVE,5.49,602,19
909,00000000909,TABUNGAN,Tabungan Reguler,IDR,2015-12-11,,ACTIVE,6.43,603,15
910,00000000910,TABUNGAN,Tabungan Bisnis,IDR,2011-09-07,2019-06-27,CLOSED,2.02,604,1
911,00000000911,TABUNGAN,Tabungan Bisnis,IDR,2021-09-17,,ACTIVE,5.9,604,1
912,00000000912,TABUNGAN,Tabungan Bisnis,IDR,2012-08-06,,ACTIVE,1.0,605,25
913,00000000913,DEPOSITO,Deposito 3 Bulan,IDR,2017-11-16,,ACTIVE,5.3,606,7
914,00000000914,TABUNGAN,Tabungan Reguler,USD,2022-02-09,,ACTIVE,1.05,607,13
915,00000000915,TABUNGAN,Tabungan Bisnis,IDR,2020-07-24,,ACTIVE,1.85,608,5
916,00000000916,TABUNGAN,Tabungan Online,USD,2010-10-20,,ACTIVE,2.28,608,5
917,00000000917,GIRO,Giro Bisnis,IDR,2014-03-11,,ACTIVE,0.75,609,23
918,00000000918,TABUNGAN,Tabungan Junior,IDR,2021-03-13,,ACTIVE,2.75,609,23
919,00000000919,TABUNGAN,Tabungan Junior,IDR,2017-03-13,,ACTIVE,4.12,610,15
920,00000000920,TABUNGAN,Tabungan Junior,IDR,2023-09-04,,DORMANT,6.19,611,13
921,00000000921,GIRO,Giro Reguler,IDR,2010-11-16,,ACTIVE,5.08,611,13
922,00000000922,TABUNGAN,Tabungan Bisnis,IDR,2023-04-02,,ACTIVE,4.67,612,9
923,00000000923,TABUNGAN,Tabungan Online,IDR,2013-09-11,,ACTIVE,6.04,613,10
924,00000000924,TABUNGAN,Tabungan Online,IDR,2024-06-02,,ACTIVE,1.04,613,10
925,00000000925,TABUNGAN,Tabungan Bisnis,IDR,2023-12-19,,ACTIVE,5.45,614,7
926,00000000926,TABUNGAN,Tabungan Bisnis,IDR,2013-05-02,,ACTIVE,4.23,614,7
927,00000000927,DEPOSITO,Deposito 6 Bulan,IDR,2018-10-31,,ACTIVE,0.76,615,17
928,00000000928,TABUNGAN,Tabungan Junior,IDR,2013-11-02,,ACTIVE,6.23,615,17
929,00000000929,GIRO,Giro Valas,IDR,2021-01-19,,ACTIVE,3.69,616,24
930,00000000930,TABUNGAN,Tabungan Junior,IDR,2021-01-23,2024-12-08,CLOSED,0.88,617,8
931,00000000931,TABUNGAN,Tabungan Junior,IDR,2024-03-13,,ACTIVE,7.45,618,18
932,00000000932,GIRO,Giro Valas,IDR,2022-12-05,,ACTIVE,3.53,618,18
933,00000000933,GIRO,Giro Reguler,IDR,2024-06-02,,DORMANT,1.56,619,15
